filename,text
speaker1_01.wav,不過由於球員當兵和被職棒挖角加上選手國際比賽經
speaker1_02.wav,驗不足造成戰績不佳台北體專蔡特龍校長表示為防
speaker1_03.wav,止高中或大專好手被高薪挖走職棒設立最低年齡限制確
speaker1_04.wav,女足隊首次參賽即得到第四名下一屆福岡世大運時若
speaker1_05.wav,能及早準備規劃應有奪牌實力至於田徑方面今年集訓分散以
speaker1_06.wav,後最好能夠集中訓練以達到預期的效果
speaker1_07.wav,體育新聞明年泰國約翰走路高球賽葉彰廷謝錦昇將
speaker1_08.wav,出征記者宋永祥台北報導亞洲最大規模與獎金最高的第四屆約
speaker1_09.wav,翰走路高球精英賽將於明年二月在泰國普吉島舉行我國職業新
speaker1_10.wav,秀葉彰廷與青年好手謝錦昇二人具有難得的參賽資格屆時
speaker1_11.wav,將可與英國佛度澳洲諾曼德國蘭格等世界高壇巨星同場競技
speaker1_12.wav,角逐六十萬英鎊約合台幣兩千四百五十萬總獎金
speaker1_13.wav,於三年前來亞洲創辦這項大賽的約翰走路父子公司今年
speaker1_14.wav,第四屆除邀請歐洲巡迴賽一百名好手外亞洲各國在今年亞巡
speaker1_15.wav,賽前十二名以內者亦被邀參加我國葉彰廷是以總分第二名謝錦
speaker1_16.wav,昇總分第四名具有參賽資格這項大賽定於明年二月三日至
speaker1_17.wav,六日在泰國觀光勝地普吉島藍峽谷球場舉行
speaker1_18.wav,申辦奧運會雪梨開出誘人條件體育部長登台舉辦說明會
speaker1_19.wav,大陸奧會主席何振梁指違反規定記者李琢台北報導北京
speaker1_20.wav,申辦兩千年奧運的最大對手雪梨市昨日派遣澳洲新南威爾斯
speaker10_01.wav,救命啊一絲不掛的李姓女美容師向港都警伯
speaker10_02.wav,指控同居男友通緝犯陳見生涉嫌強迫她裸體罰青
speaker10_03.wav,蛙跳並出手毆打及剃光她的體毛但陳見生否認有
speaker10_04.wav,李女指控情事現年三十二歲的陳見生高雄縣人有妨害
speaker10_05.wav,家庭妨害自由詐欺及妨害兵役前科目前
speaker10_06.wav,因背信案件遭通緝中無固定職業
speaker10_07.wav,據三十四歲的李姓美容師說她於三年前在港都雪莉舞廳內
speaker10_08.wav,與陳見生結識後自兩年多前開始在苓雅區六合路住處同居
speaker10_09.wav,昨天凌晨二時許陳見生在兩人同居住處突然
speaker10_10.wav,喝令李女脫光全身衣物強迫李女以青蛙跳方式在住處來回
speaker10_11.wav,四十二趟並出手毆打李女鼻樑及耳光六十下
speaker10_12.wav,將房門反鎖的陳見生隨即腳踢李女下體並持剃刀刮掉
speaker10_13.wav,李女體毛致李女受傷流血然後控制李女行動自由至凌晨
speaker10_14.wav,已被陳見生毆打二十餘次的李女不甘平白受辱憤
speaker10_15.wav,而趁隙向港都苓雅警分局報案警伯到場
speaker10_16.wav,處理時李女指控陳見生種種非人行為但陳見生向
speaker10_17.wav,警伯否認李女指控僅承認打李女一個耳光其他均一概否認
speaker10_18.wav,由於李女堅持提出告訴警伯最後將陳見生依妨害自由
speaker10_19.wav,及傷害罪嫌移送地檢署偵辦
speaker10_20.wav,時值年終公務員的心頭塊壘在於考績良窳高雄市
speaker2_01.wav,這項構想將在即將舉行的臨時大會中提案對於現場勘查
speaker2_02.wav,一事彭俊宏在會後表示屆時將邀請專業人士隨同前往才
speaker2_03.wav,能有所助益曾安勝則稱如果縣府再不提供必備詳細資料他將
speaker2_04.wav,退出專案小組以示抗議現場勘查時他一定會帶尺去量
speaker2_05.wav,專案小組在結論中除要求縣府應經常派員巡邏取締外
speaker2_06.wav,也要求主管權責單位對於砂石場申請核准之採石面積範圍使
speaker2_07.wav,用期限等應在現場樹立明確標示牌以收全民監督之效
speaker2_08.wav,至於續採申請規定未盡週延一事要求應即向經濟部反映修訂法
speaker2_09.wav,令為凡逾原申請核准期限而未獲續採核准者不得續採
speaker2_10.wav,家有智障兒除了花費龐大的醫療教養費用之外也令不少家長
speaker2_11.wav,夜半掉淚心力交瘁而雖然我國國民平均所得已超過七千美元
speaker2_12.wav,有關啟智教育的落實仍然令家長們覺得官方老是口惠而實不
speaker2_13.wav,至地方主政者施政理念有別財力困乏便成為心有餘而力不足的
speaker2_14.wav,最佳理由再加上法令令出多門而不周全承辦人員老是礙於法令
speaker2_15.wav,家長們更是抱怨政府的愛心關切都是說得多做得少
speaker2_16.wav,依現行法令規定智障者在十八歲以下屬教育階段
speaker2_17.wav,十八歲以上屬社會福利階段而在十八歲以前的教育階段仍與社會
speaker2_18.wav,福利相關昨天到教育局的部分家長為子女的教養問題日前已赴
speaker2_19.wav,縣府與主秘曾廣森溝通過當時曾廣森允諾與兩單位協調但
speaker2_20.wav,迄今華光教養院的師資薪水問題仍未獲解決而且經測定為三級
speaker3_01.wav,郝柏村說我們必須修正以往糧食自給自足的
speaker3_02.wav,觀念存糧水準三四個月即足夠其次必須修正農
speaker3_03.wav,產品賺取外匯的觀念以後將以內銷為目標如此才能
speaker3_04.wav,減輕農產對生態環境的影響此外農業所得問題必須儘
speaker3_05.wav,量採取以農業生產為手段來解決而政府補貼將
speaker3_06.wav,限制在國民生產毛額的某一水準避免政府負擔過重
speaker3_07.wav,至於落實農業政策要從區分農民做起
speaker3_08.wav,專家與兼差農民要劃分清楚因此郝柏村指出四個
speaker3_09.wav,農業生產方面該努力的方向在農業自由化的過程
speaker3_10.wav,中如何調整農業生產結構建立國產農產品供
speaker3_11.wav,需平衡的生產體系如何縮短農產品的運銷層次
speaker3_12.wav,建立高效率的農產品運銷系統如何確保農地資源下
speaker3_13.wav,放寬農地利用限制以促進農業經營現代化如
speaker3_14.wav,何加強農業科技的研究發展以增強國產農產品的競爭力
speaker3_15.wav,經濟部能源委員會昨天指出目前全球原油
speaker3_16.wav,供應狀況已超出伊拉克入侵科威特前的世界供應量
speaker3_17.wav,預估到明年三月時每日將多出約九十二萬七千桶
speaker3_18.wav,屆時若波斯灣危機結束目前增產的石油輸出國
speaker3_19.wav,家組織是否會放棄新占有的市場或乘機要求提
speaker3_20.wav,在其中的配額則將視十二日在維也納舉行的部長會
speaker4_01.wav,台北地區為社會加添一份愛工業社會為人民
speaker4_02.wav,帶來了繁榮與富足但也往往伴隨著心靈的寂寞與空虛記得
speaker4_03.wav,多年前有一部國片台北神話對於都市人的特性有相當深入的描
speaker4_04.wav,繪也反映出社會邁入工業化的一份無奈猶記過去
speaker4_05.wav,農業社會時期家家以竹籬笆相隔彼此聲氣相通雞犬相
speaker4_06.wav,聞遠親不如近鄰的感受相當深刻
speaker4_07.wav,然而隨著物質生活的提高居住的房子越來越好生活品質
speaker4_08.wav,也越來越高但戶與戶之間的區隔也逐漸由鐵門鐵窗所取代
speaker4_09.wav,近在咫尺的鄰居甚至可以到老死不相往來的地步遠親與近鄰也
speaker4_10.wav,事實上工業化與都市化的生活不僅形成人與人之間有形的隔
speaker4_11.wav,離同時也造成彼此心靈方面無形的疏離在高度競爭的環境中
speaker4_12.wav,人們自我意識抬頭對他人的不信任感也相對增加社會充滿著
speaker4_13.wav,一股防人之心不可無的心理而世風日下人心不古若究其緣由
speaker4_14.wav,固然與多元化下複雜的人群關係有關但心靈生活欠缺產生的激
speaker4_15.wav,記得健康幼稚園林靖娟老師捨己為人的義行傳播開來時
speaker4_16.wav,多少人為此熱淚盈眶大家感動的不僅是林老師的情操更直覺的感
speaker4_17.wav,受是在這個社會中竟然還有此種大愛存在當我們同聲一哭之際
speaker4_18.wav,那份蟄伏已久的愛與關懷乃油然而生也許彼此淚眼相
speaker4_19.wav,看的時候也正顯示這個社會仍有重新邁向心手相連之機會
speaker4_20.wav,稻穗越成熟則稻身越低垂人越成熟也應該越謙卑
speaker5_01.wav,唐寧昨日是自日本東京來台他在舉行雪梨爭辦公元兩
speaker5_02.wav,千年奧運會公開說明之前先向我國政府進行禮貌性的拜訪簡司長
speaker5_03.wav,表示唐寧出身外交官曾擔任澳洲駐外大使唐寧在離開前表示
speaker5_04.wav,他返回澳洲之後將立即正式行文我國教育部詳陳兩國體育交流事
speaker5_05.wav,污染瑪陵溪業者認錯先承認後推卸台灣氣體公司面對鐵
speaker5_06.wav,證只好認了記者左紀泰基隆報導台灣氣體工業公司污染水源案
speaker5_07.wav,業者一度推卸責任曾引起環保局極度不滿但該公司席姓負責人
speaker5_08.wav,二十六日親赴市環保局說明瑪陵溪污染事件的緣由坦承係
speaker5_09.wav,該公司清理廢水沈澱池中底泥時一時疏忽讓具強鹼性污泥排入溪
speaker5_10.wav,中而肇禍並保證日後絕不會再發生類似憾事環保局甚感欣慰
speaker5_11.wav,不過市環保局仍將依法追究其責任
speaker5_12.wav,瑪陵溪二十四日遭嚴重污染魚兒成群暴斃溪中當天
speaker5_13.wav,市環保局稽查員會同當地三位里長調查時曾當場查獲台灣氣體公司的
speaker5_14.wav,生活廢水排放管正不停排出灰色事業廢水以及該公司
speaker5_15.wav,人員正用水管朝溪中沖水等證據且該公司一位幹部級員工也坦
speaker5_16.wav,但次日該公司少東卻堅決否認肇事並表示該公司係因
speaker5_17.wav,發現溪水變色不少魚兒暴斃溪中始好意派員用水管沖水入溪
speaker5_18.wav,以期減輕溪水遭污染的程度詎料此番美意竟反遭誤會揹上了
speaker5_19.wav,黑鍋不過對該公司少東的說法市環保局不僅未予採信
speaker5_20.wav,且告知一切證據該局均已拍照存證不容巧言狡辯同時也重
speaker6_01.wav,一粒成長的種籽民國七十四年六月七日由婦女雜誌
speaker6_02.wav,和知音園地合辦了一次首開風氣的婦女成長講座以
speaker6_03.wav,一天的時間藉演講座談心聲交流活動引導等各種
speaker6_04.wav,方式來引導婦女朋友成長我常想成長的機緣有很
speaker6_05.wav,多種有時可能是一本書裡作者的智慧之語可能是一個朋友
speaker6_06.wav,的明智相待也可能是一次打擊後的猛然覺醒而像這樣
speaker6_07.wav,的講座方式未嘗不是一個成長的契機我們希望為當天參加
speaker6_08.wav,的婦女朋友深植一粒成長的種籽今後繼續萌發茁壯
speaker6_09.wav,當天一早就有學員從全省各地奔波而來最遠的有臺南新
speaker6_10.wav,營其次是南投臺中彰化新竹等地有母女
speaker6_11.wav,同事朋友百分之八十是二十歲到四十歲的職
speaker6_12.wav,業婦女初到會場時大家依自己的編號就座全部學員
speaker6_13.wav,分成十組每組都有知音園地的園友做輔導員早上
speaker6_14.wav,的課程是由林芝小姐支持李美枝教授和晏涵文
speaker6_15.wav,教授主講婦女成長的身心發展之後是由李蘭虹教授
speaker6_16.wav,和我談國內外婦女社團發展概況與前瞻
speaker6_17.wav,下午則是由王慧君小姐帶領的自信心訓練在生動又具啟發
speaker6_18.wav,性的活動帶領中學員越來越相熟
speaker6_19.wav,在心聲交流中就最怕什麼對曾有過的經驗最
speaker6_20.wav,害怕什麼對未曾有過的經驗又害怕什麼三個題目來
speaker7_01.wav,今年是國事如麻事事如麻的一年全民心理都要有準備
speaker7_02.wav,不過對於台灣我基本上是持審慎樂觀的態度今年無異是極重
speaker7_03.wav,要的一年李登輝總統將要在五月宣布中止動員戡亂時期大家
speaker7_04.wav,都期待五月二十日一定終止絕不可再延期但是終止動員
speaker7_05.wav,戡亂時期需要相關的法律配合朝野應有共識訂定時間表在一定時
speaker7_06.wav,間內完成一百四十餘種的法案修正以達成任務
speaker7_07.wav,國大臨時會也將在四月份召開那是一個火藥庫若開不好
speaker7_08.wav,會爆炸鬧出人命的希望國大能好好開會給社會一個正面的結
speaker7_09.wav,果而不要鼓譟搞花樣此外資深民代也一定要
speaker7_10.wav,在年底前退職若再度拖延不退全民會革命的這幾件事今
speaker7_11.wav,年若能做好則對台灣政治改革會邁向前一大步
speaker7_12.wav,多年前老包為了熬夜趕稿曾在朋友勸誘之下
speaker7_13.wav,服食一顆減肥藥以刺激提神事後才知道此藥含有安非他命
speaker7_14.wav,成分睡意全消果然提神有效但是不思飲食人也
speaker7_15.wav,跟著消瘦憔悴了安非他命因此被稱為覺醒劑雖
speaker7_16.wav,然不是什麼毒品但也足夠讓人自我傷害了我們現在看台灣社
speaker7_17.wav,會以禁絕安非他命為治安使命如果認真思考當能明白
speaker7_18.wav,真正的安非他命症候群存在整個社會生態而非幾樁
speaker7_19.wav,犯罪新聞所能簡單交代
speaker7_20.wav,即將過年這一陣子卻是全台灣有良心的學者
speaker8_01.wav,最近菲利普家電公司遷移新址搬出原位於台北市敦
speaker8_02.wav,化北路中國信託隔壁的大樓據聞菲利普家電公司遷移地址的原因是
speaker8_03.wav,屋主愛迪達公司將這棟大樓的租金由每坪一千五百元調高兩倍為
speaker8_04.wav,每坪三千元使得菲利普公司甚為不滿一氣之下決定不再續約而搬
speaker8_05.wav,房地產人士認為這棟位於黃金商業地段的大樓確是氣派萬千
speaker8_06.wav,頗具吸引力惟原屋主一次將租金調漲上漲兩倍
speaker8_07.wav,的做法在目前國內經濟不景氣各行各業均設法降低成本以為因應聲
speaker8_08.wav,中菲利普公司自不例外以免被龐大租金拖累
speaker8_09.wav,最近這棟大樓已由太平洋房屋承租
speaker8_10.wav,其關係企業太聯房屋太平洋證券等全都遷入惟仍有一
speaker8_11.wav,些辦公室空出太平洋房屋承租租金不會便宜無論其
speaker8_12.wav,使用率高或低太平洋房屋承受高租金的壓力必然不輕
speaker8_13.wav,在經濟不景氣房價股市走軟的階段中環亞集
speaker8_14.wav,團在台北車站前籌備數年的大亞百貨無疑是為台北西區
speaker8_15.wav,商圈的繁榮投注莫大的契機在各項捷運工程陸續開挖的情況
speaker8_16.wav,下台北市區將因各項工程而遭徹底分割因此百
speaker8_17.wav,貨業者對於未來幾年東西區人民的相互流通感到悲觀認為誰能掌
speaker8_18.wav,握住所在區域內的最大人潮誰就是贏家
speaker8_19.wav,農委會為了使雞蛋價格公開化合理化計劃在
speaker8_20.wav,台北市成立雞蛋拍賣市場建立雞蛋拍賣制度目前決定雞蛋價格的蛋
speaker9_01.wav,據中興路二段一百巷的民眾指出這些廢棄的大型垃圾
speaker9_02.wav,通常在夜深夜時有人以卡車運來偷偷在該處
speaker9_03.wav,倒本欲以照相機拍照存證但鑑於夜間閃光燈
speaker9_04.wav,恐引起其反彈因此不敢拍照若往前加以勸阻
speaker9_05.wav,往往遭其惡言相向倒在這裡又不是你家你管什麼管
speaker9_06.wav,因此附近居民只好求助於新店市清潔隊及防治公害
speaker9_07.wav,委員會來加以處理儘管清潔隊曾前往清理過四次但
speaker9_08.wav,夜間任意傾倒垃圾者依舊存在並且清潔隊本身人員
speaker9_09.wav,編制有限欲天天前往清理亦有困難據了解該處
speaker9_10.wav,空地將來將作為北二高交流道征收地防治公害委
speaker9_11.wav,員會亦曾多次欲找地主協調但地主始終未出面加上傾
speaker9_12.wav,倒垃圾者都選定在夜間偷偷進行欲加以取締亦十分不易
speaker9_13.wav,據防治公害委員會總幹事楊永德指出該處係屬
speaker9_14.wav,三不管地段目前只好等北二高工程進行再配合中興
speaker9_15.wav,路的拓寬工程進行時才能大力的予以整頓否則清潔
speaker9_16.wav,隊一清理偷倒垃圾者即來垃圾永遠無法解決
speaker9_17.wav,並鑑於該會人員有限若予取締亦是杯水車薪無法達
speaker9_18.wav,台北縣立銀行受理民間團體申請入股昨日截止
speaker9_19.wav,目前縣財政局接獲同意認股的計有中和八里深坑汐止農
speaker9_20.wav,會及萬里區漁會縣總工會財政部雖對縣銀行設
